#CHROM	POS	ERR4145453.preprocessed.bam
MN908947.3	4648	161
MN908947.3	4649	160
MN908947.3	4650	157
MN908947.3	4651	156
MN908947.3	4652	161
MN908947.3	4653	160
MN908947.3	4654	161
MN908947.3	4655	163
MN908947.3	4656	162
MN908947.3	4657	168
MN908947.3	4658	167
MN908947.3	4659	165
MN908947.3	4660	163
MN908947.3	4661	161
MN908947.3	4662	159
MN908947.3	4663	159
MN908947.3	4664	157
MN908947.3	4665	156
MN908947.3	4666	153
MN908947.3	4667	151
MN908947.3	4668	151
MN908947.3	4669	151
MN908947.3	4670	151
MN908947.3	4671	151
MN908947.3	4672	151
MN908947.3	4673	150
MN908947.3	4674	151
MN908947.3	4675	150
MN908947.3	4676	150
MN908947.3	4677	148
MN908947.3	4678	148
MN908947.3	4679	147
MN908947.3	4680	148
MN908947.3	4681	148
MN908947.3	4682	150
MN908947.3	4683	149
MN908947.3	4684	148
MN908947.3	4685	148
MN908947.3	4686	148
MN908947.3	4687	147
MN908947.3	4688	148
MN908947.3	4689	149
MN908947.3	4690	150
MN908947.3	4691	149
MN908947.3	4692	145
MN908947.3	4693	146
MN908947.3	4694	146
MN908947.3	4695	145
MN908947.3	4696	147
MN908947.3	4697	147
MN908947.3	4698	148
MN908947.3	4699	146
MN908947.3	4700	147
MN908947.3	4701	145
MN908947.3	4702	148
MN908947.3	4703	148
MN908947.3	4704	146
MN908947.3	4705	146
MN908947.3	4706	147
MN908947.3	4707	147
MN908947.3	4708	147
MN908947.3	4709	147
MN908947.3	4710	147
MN908947.3	4711	145
MN908947.3	4712	146
MN908947.3	4713	145
MN908947.3	4714	145
MN908947.3	4715	144
MN908947.3	4716	141
MN908947.3	4717	138
MN908947.3	4718	139
MN908947.3	4719	137
MN908947.3	4720	141
MN908947.3	4721	142
MN908947.3	4722	143
MN908947.3	4723	142
MN908947.3	4724	142
MN908947.3	4725	143
MN908947.3	4726	143
MN908947.3	4727	142
MN908947.3	4728	141
MN908947.3	4729	138
MN908947.3	4730	135
MN908947.3	4731	136
MN908947.3	4732	137
MN908947.3	4733	135
MN908947.3	4734	133
MN908947.3	4735	133
MN908947.3	4736	133
MN908947.3	4737	132
MN908947.3	4738	131
MN908947.3	4739	130
MN908947.3	4740	129
MN908947.3	4741	127
MN908947.3	4742	128
MN908947.3	4743	128
MN908947.3	4744	127
MN908947.3	4745	127
MN908947.3	4746	127
MN908947.3	4747	127
MN908947.3	4748	127
MN908947.3	4749	127
MN908947.3	4750	127
MN908947.3	4751	127
MN908947.3	4752	129
MN908947.3	4753	128
MN908947.3	4754	129
MN908947.3	4755	126
MN908947.3	4756	126
MN908947.3	4757	126
MN908947.3	4758	127
MN908947.3	4759	127
MN908947.3	4760	129
MN908947.3	4761	125
MN908947.3	4762	126
MN908947.3	4763	126
MN908947.3	4764	126
MN908947.3	4765	126
MN908947.3	4766	125
MN908947.3	4767	126
MN908947.3	4768	126
MN908947.3	4769	127
MN908947.3	4770	127
MN908947.3	4771	127
MN908947.3	4772	126
MN908947.3	4773	125
MN908947.3	4774	124
MN908947.3	4775	124
MN908947.3	4776	123
MN908947.3	4777	123
MN908947.3	4778	122
MN908947.3	4779	121
MN908947.3	4780	121
MN908947.3	4781	121
MN908947.3	4782	119
MN908947.3	4783	118
MN908947.3	4784	117
MN908947.3	4785	116
MN908947.3	4786	110
MN908947.3	4787	109
MN908947.3	4788	109
MN908947.3	4789	110
MN908947.3	4790	110
MN908947.3	4791	113
MN908947.3	4792	113
MN908947.3	4793	112
MN908947.3	4794	110
MN908947.3	4795	107
MN908947.3	4796	107
MN908947.3	4797	108
MN908947.3	4798	108
MN908947.3	4799	108
MN908947.3	4800	107
MN908947.3	4801	106
MN908947.3	4802	106
MN908947.3	4803	104
MN908947.3	4804	102
MN908947.3	4805	101
MN908947.3	4806	99
MN908947.3	4807	101
MN908947.3	4808	101
MN908947.3	4809	100
MN908947.3	4810	99
MN908947.3	4811	99
MN908947.3	4812	100
MN908947.3	4813	100
MN908947.3	4814	100
MN908947.3	4815	101
MN908947.3	4816	100
MN908947.3	4817	101
MN908947.3	4818	101
MN908947.3	4819	102
MN908947.3	4820	104
MN908947.3	4821	102
MN908947.3	4822	104
MN908947.3	4823	105
MN908947.3	4824	106
MN908947.3	4825	106
MN908947.3	4826	106
MN908947.3	4827	106
MN908947.3	4828	106
MN908947.3	4829	106
MN908947.3	4830	105
MN908947.3	4831	104
MN908947.3	4832	103
MN908947.3	4833	99
MN908947.3	4834	98
MN908947.3	4835	96
MN908947.3	4836	95
MN908947.3	4837	95
MN908947.3	4838	94
MN908947.3	4839	94
MN908947.3	4840	93
MN908947.3	4841	93
MN908947.3	4842	95
MN908947.3	4843	94
MN908947.3	4844	93
MN908947.3	4845	92
MN908947.3	4846	92
MN908947.3	4847	91
MN908947.3	4848	91
MN908947.3	4849	92
MN908947.3	4850	92
MN908947.3	4851	92
MN908947.3	4852	93
MN908947.3	4853	94
MN908947.3	4854	94
MN908947.3	4855	93
MN908947.3	4856	94
MN908947.3	4857	94
MN908947.3	4858	93
MN908947.3	4859	92
MN908947.3	4860	90
MN908947.3	4861	89
MN908947.3	4862	91
MN908947.3	4863	90
MN908947.3	4864	89
MN908947.3	4865	87
MN908947.3	4866	87
MN908947.3	4867	86
MN908947.3	4868	86
MN908947.3	4869	85
MN908947.3	4870	85
MN908947.3	4871	84
MN908947.3	4872	83
MN908947.3	4873	84
MN908947.3	4874	83
MN908947.3	4875	82
MN908947.3	4876	82
MN908947.3	4877	80
MN908947.3	4878	81
MN908947.3	4879	81
MN908947.3	4880	81
MN908947.3	4881	81
MN908947.3	4882	81
MN908947.3	4883	80
MN908947.3	4884	81
MN908947.3	4885	82
MN908947.3	4886	82
MN908947.3	4887	81
MN908947.3	4888	81
MN908947.3	4889	81
MN908947.3	4890	80
MN908947.3	4891	80
MN908947.3	4892	78
MN908947.3	4893	76
MN908947.3	4894	73
MN908947.3	4895	73
MN908947.3	4896	70
MN908947.3	4897	70
MN908947.3	4898	70
MN908947.3	4899	71
MN908947.3	4900	72
MN908947.3	4901	71
MN908947.3	4902	71
MN908947.3	4903	71
MN908947.3	4904	71
MN908947.3	4905	71
MN908947.3	4906	71
MN908947.3	4907	70
MN908947.3	4908	70
MN908947.3	4909	67
MN908947.3	4910	67
MN908947.3	4911	66
MN908947.3	4912	67
MN908947.3	4913	67
MN908947.3	4914	65
MN908947.3	4915	65
MN908947.3	4916	66
MN908947.3	4917	65
MN908947.3	4918	64
MN908947.3	4919	64
MN908947.3	4920	65
MN908947.3	4921	64
MN908947.3	4922	62
MN908947.3	4923	62
MN908947.3	4924	62
MN908947.3	4925	62
MN908947.3	4926	63
MN908947.3	4927	61
MN908947.3	4928	61
MN908947.3	4929	60
MN908947.3	4930	60
MN908947.3	4931	60
MN908947.3	4932	60
MN908947.3	4933	60
MN908947.3	4934	60
MN908947.3	4935	60
MN908947.3	4936	59
MN908947.3	4937	60
MN908947.3	4938	60
MN908947.3	4939	58
MN908947.3	4940	57
MN908947.3	4941	53
MN908947.3	4942	53
MN908947.3	4943	52
MN908947.3	4944	52
MN908947.3	4945	52
MN908947.3	4946	51
MN908947.3	4947	51
MN908947.3	4948	51
MN908947.3	4949	50
MN908947.3	4950	50
MN908947.3	4951	50
MN908947.3	4952	49
MN908947.3	4953	48
MN908947.3	4954	48
MN908947.3	4955	49
MN908947.3	4956	49
MN908947.3	4957	51
MN908947.3	4958	53
MN908947.3	4959	55
MN908947.3	4960	55
MN908947.3	4961	55
MN908947.3	4962	55
MN908947.3	4963	55
MN908947.3	4964	54
MN908947.3	4965	55
MN908947.3	4966	55
MN908947.3	4967	54
MN908947.3	4968	54
MN908947.3	4969	53
MN908947.3	4970	52
MN908947.3	4971	50
MN908947.3	4972	51
MN908947.3	4973	52
MN908947.3	4974	53
MN908947.3	4975	54
MN908947.3	4976	53
MN908947.3	4977	51
MN908947.3	4978	51
MN908947.3	4979	51
MN908947.3	4980	52
MN908947.3	4981	52
MN908947.3	4982	50
MN908947.3	4983	51
MN908947.3	4984	49
MN908947.3	4985	51
MN908947.3	4986	51
MN908947.3	4987	52
MN908947.3	4988	52
MN908947.3	4989	52
MN908947.3	4990	53
MN908947.3	4991	53
MN908947.3	4992	57
MN908947.3	4993	57
MN908947.3	4994	56
MN908947.3	4995	54
MN908947.3	4996	52
MN908947.3	4997	49
MN908947.3	4998	49
MN908947.3	4999	50
MN908947.3	5000	50
MN908947.3	5001	49
MN908947.3	5002	49
MN908947.3	5003	48
MN908947.3	5004	47
MN908947.3	5005	48
MN908947.3	5006	48
MN908947.3	5007	49
MN908947.3	5008	49
MN908947.3	5009	49
MN908947.3	5010	49
MN908947.3	5011	49
MN908947.3	5012	53
MN908947.3	5013	53
MN908947.3	5014	53
MN908947.3	5015	53
MN908947.3	5016	53
MN908947.3	5017	53
MN908947.3	5018	55
MN908947.3	5019	56
MN908947.3	5020	57
MN908947.3	5021	55
MN908947.3	5022	55
MN908947.3	5023	55
MN908947.3	5024	55
MN908947.3	5025	55
MN908947.3	5026	56
MN908947.3	5027	57
MN908947.3	5028	57
MN908947.3	5029	58
MN908947.3	5030	59
MN908947.3	5031	59
MN908947.3	5032	59
MN908947.3	5033	59
MN908947.3	5034	60
MN908947.3	5035	60
MN908947.3	5036	59
MN908947.3	5037	60
MN908947.3	5038	60
MN908947.3	5039	61
MN908947.3	5040	61
MN908947.3	5041	61
MN908947.3	5042	61
MN908947.3	5043	61
MN908947.3	5044	62
MN908947.3	5045	61
MN908947.3	5046	61
MN908947.3	5047	61
MN908947.3	5048	61
MN908947.3	5049	61
MN908947.3	5050	60
MN908947.3	5051	61
MN908947.3	5052	61
MN908947.3	5053	61
MN908947.3	5054	61
MN908947.3	5055	61
MN908947.3	5056	62
MN908947.3	5057	62
MN908947.3	5058	62
MN908947.3	5059	62
MN908947.3	5060	62
MN908947.3	5061	62
MN908947.3	5062	64
MN908947.3	5063	63
MN908947.3	5064	63
MN908947.3	5065	63
MN908947.3	5066	62
MN908947.3	5067	66
MN908947.3	5068	68
MN908947.3	5069	68
MN908947.3	5070	68
MN908947.3	5071	69
MN908947.3	5072	69
MN908947.3	5073	70
MN908947.3	5074	70
MN908947.3	5075	70
MN908947.3	5076	68
MN908947.3	5077	69
MN908947.3	5078	69
MN908947.3	5079	68
MN908947.3	5080	68
MN908947.3	5081	68
MN908947.3	5082	70
MN908947.3	5083	70
MN908947.3	5084	70
MN908947.3	5085	68
MN908947.3	5086	69
MN908947.3	5087	69
MN908947.3	5088	69
MN908947.3	5089	69
MN908947.3	5090	71
MN908947.3	5091	70
MN908947.3	5092	71
MN908947.3	5093	71
MN908947.3	5094	71
MN908947.3	5095	72
MN908947.3	5096	73
MN908947.3	5097	76
MN908947.3	5098	76
MN908947.3	5099	75
MN908947.3	5100	75
MN908947.3	5101	76
MN908947.3	5102	76
MN908947.3	5103	78
MN908947.3	5104	78
MN908947.3	5105	78
MN908947.3	5106	77
MN908947.3	5107	76
MN908947.3	5108	76
MN908947.3	5109	75
MN908947.3	5110	73
MN908947.3	5111	71
MN908947.3	5112	71
MN908947.3	5113	72
MN908947.3	5114	72
MN908947.3	5115	72
MN908947.3	5116	71
MN908947.3	5117	71
MN908947.3	5118	68
MN908947.3	5119	67
MN908947.3	5120	67
MN908947.3	5121	67
MN908947.3	5122	66
MN908947.3	5123	66
MN908947.3	5124	64
MN908947.3	5125	62
MN908947.3	5126	63
MN908947.3	5127	64
MN908947.3	5128	65
MN908947.3	5129	66
MN908947.3	5130	67
MN908947.3	5131	67
MN908947.3	5132	68
MN908947.3	5133	68
MN908947.3	5134	69
MN908947.3	5135	69
MN908947.3	5136	69
MN908947.3	5137	68
MN908947.3	5138	67
MN908947.3	5139	68
MN908947.3	5140	68
MN908947.3	5141	68
MN908947.3	5142	68
MN908947.3	5143	66
MN908947.3	5144	66
MN908947.3	5145	65
MN908947.3	5146	65
MN908947.3	5147	65
MN908947.3	5148	69
MN908947.3	5149	68
MN908947.3	5150	68
MN908947.3	5151	67
MN908947.3	5152	68
MN908947.3	5153	68
MN908947.3	5154	68
MN908947.3	5155	68
MN908947.3	5156	70
MN908947.3	5157	70
MN908947.3	5158	71
MN908947.3	5159	73
MN908947.3	5160	74
MN908947.3	5161	74
MN908947.3	5162	74
MN908947.3	5163	75
MN908947.3	5164	76
MN908947.3	5165	77
MN908947.3	5166	76
MN908947.3	5167	77
MN908947.3	5168	79
MN908947.3	5169	81
MN908947.3	5170	81
MN908947.3	5171	80
MN908947.3	5172	80
MN908947.3	5173	79
MN908947.3	5174	80
MN908947.3	5175	83
MN908947.3	5176	80
MN908947.3	5177	81
MN908947.3	5178	81
MN908947.3	5179	80
MN908947.3	5180	80
MN908947.3	5181	80
MN908947.3	5182	79
MN908947.3	5183	79
MN908947.3	5184	78
MN908947.3	5185	79
MN908947.3	5186	79
MN908947.3	5187	83
MN908947.3	5188	82
MN908947.3	5189	83
MN908947.3	5190	83
MN908947.3	5191	83
MN908947.3	5192	83
MN908947.3	5193	84
MN908947.3	5194	86
MN908947.3	5195	87
MN908947.3	5196	87
MN908947.3	5197	87
MN908947.3	5198	87
MN908947.3	5199	88
MN908947.3	5200	90
MN908947.3	5201	92
MN908947.3	5202	92
MN908947.3	5203	92
MN908947.3	5204	92
MN908947.3	5205	92
MN908947.3	5206	93
MN908947.3	5207	93
MN908947.3	5208	92
MN908947.3	5209	90
MN908947.3	5210	91
MN908947.3	5211	91
MN908947.3	5212	89
MN908947.3	5213	90
MN908947.3	5214	88
MN908947.3	5215	91
MN908947.3	5216	91
MN908947.3	5217	92
MN908947.3	5218	92
MN908947.3	5219	92
MN908947.3	5220	93
MN908947.3	5221	94
MN908947.3	5222	94
MN908947.3	5223	95
MN908947.3	5224	93
MN908947.3	5225	94
MN908947.3	5226	94
MN908947.3	5227	94
MN908947.3	5228	94
MN908947.3	5229	93
MN908947.3	5230	94
MN908947.3	5231	94
MN908947.3	5232	95
MN908947.3	5233	95
MN908947.3	5234	96
MN908947.3	5235	99
MN908947.3	5236	99
MN908947.3	5237	99
MN908947.3	5238	100
MN908947.3	5239	102
MN908947.3	5240	101
MN908947.3	5241	100
MN908947.3	5242	100
MN908947.3	5243	100
MN908947.3	5244	102
MN908947.3	5245	103
MN908947.3	5246	104
MN908947.3	5247	103
MN908947.3	5248	103
MN908947.3	5249	103
MN908947.3	5250	103
MN908947.3	5251	103
MN908947.3	5252	103
MN908947.3	5253	104
MN908947.3	5254	102
MN908947.3	5255	101
MN908947.3	5256	101
MN908947.3	5257	101
MN908947.3	5258	102
MN908947.3	5259	104
MN908947.3	5260	104
MN908947.3	5261	104
MN908947.3	5262	105
MN908947.3	5263	107
MN908947.3	5264	108
MN908947.3	5265	107
MN908947.3	5266	106
MN908947.3	5267	106
MN908947.3	5268	105
MN908947.3	5269	105
MN908947.3	5270	104
MN908947.3	5271	104
MN908947.3	5272	103
MN908947.3	5273	104
MN908947.3	5274	104
MN908947.3	5275	103
MN908947.3	5276	106
MN908947.3	5277	106
MN908947.3	5278	106
MN908947.3	5279	107
MN908947.3	5280	108
MN908947.3	5281	109
MN908947.3	5282	109
MN908947.3	5283	110
MN908947.3	5284	110
MN908947.3	5285	119
MN908947.3	5286	119
MN908947.3	5287	119
MN908947.3	5288	118
MN908947.3	5289	118
MN908947.3	5290	117
MN908947.3	5291	115
MN908947.3	5292	115
MN908947.3	5293	115
MN908947.3	5294	115
MN908947.3	5295	115
MN908947.3	5296	115
MN908947.3	5297	116
MN908947.3	5298	115
MN908947.3	5299	113
MN908947.3	5300	115
MN908947.3	5301	115
MN908947.3	5302	116
MN908947.3	5303	117
MN908947.3	5304	119
MN908947.3	5305	121
MN908947.3	5306	118
MN908947.3	5307	118
MN908947.3	5308	118
MN908947.3	5309	118
MN908947.3	5310	118
MN908947.3	5311	117
MN908947.3	5312	120
MN908947.3	5313	119
MN908947.3	5314	118
MN908947.3	5315	117
MN908947.3	5316	122
MN908947.3	5317	123
MN908947.3	5318	123
MN908947.3	5319	124
MN908947.3	5320	124
MN908947.3	5321	124
MN908947.3	5322	124
MN908947.3	5323	124
MN908947.3	5324	124
MN908947.3	5325	124
MN908947.3	5326	126
MN908947.3	5327	125
MN908947.3	5328	125
MN908947.3	5329	125
MN908947.3	5330	125
MN908947.3	5331	125
MN908947.3	5332	126
MN908947.3	5333	125
MN908947.3	5334	124
MN908947.3	5335	123
MN908947.3	5336	124
MN908947.3	5337	123
MN908947.3	5338	122
MN908947.3	5339	121
MN908947.3	5340	124
MN908947.3	5341	124
MN908947.3	5342	127
MN908947.3	5343	124
MN908947.3	5344	119
MN908947.3	5345	120
MN908947.3	5346	122
MN908947.3	5347	122
MN908947.3	5348	121
MN908947.3	5349	121
MN908947.3	5350	121
MN908947.3	5351	119
MN908947.3	5352	120
MN908947.3	5353	121
MN908947.3	5354	120
MN908947.3	5355	119
MN908947.3	5356	118
MN908947.3	5357	120
MN908947.3	5358	119
MN908947.3	5359	117
MN908947.3	5360	117
MN908947.3	5361	116
MN908947.3	5362	117
MN908947.3	5363	120
MN908947.3	5364	120
MN908947.3	5365	120
MN908947.3	5366	119
MN908947.3	5367	124
MN908947.3	5368	124
MN908947.3	5369	124
MN908947.3	5370	124
MN908947.3	5371	126
MN908947.3	5372	127
MN908947.3	5373	131
MN908947.3	5374	132
MN908947.3	5375	134
MN908947.3	5376	133
MN908947.3	5377	136
MN908947.3	5378	137
MN908947.3	5379	140
MN908947.3	5380	139
MN908947.3	5381	141
MN908947.3	5382	137
MN908947.3	5383	137
MN908947.3	5384	137
MN908947.3	5385	137
MN908947.3	5386	137
MN908947.3	5387	138
MN908947.3	5388	140
MN908947.3	5389	142
MN908947.3	5390	143
MN908947.3	5391	143
MN908947.3	5392	147
MN908947.3	5393	147
MN908947.3	5394	149
MN908947.3	5395	150
MN908947.3	5396	147
MN908947.3	5397	148
MN908947.3	5398	148
MN908947.3	5399	150
MN908947.3	5400	149
MN908947.3	5401	150
MN908947.3	5402	152
MN908947.3	5403	150
MN908947.3	5404	152
MN908947.3	5405	154
MN908947.3	5406	156
MN908947.3	5407	156
MN908947.3	5408	156
MN908947.3	5409	156
MN908947.3	5410	156
MN908947.3	5411	157
MN908947.3	5412	156
MN908947.3	5413	154
MN908947.3	5414	152
MN908947.3	5415	155
MN908947.3	5416	154
MN908947.3	5417	155
MN908947.3	5418	160
MN908947.3	5419	161
MN908947.3	5420	161
MN908947.3	5421	162
MN908947.3	5422	164
MN908947.3	5423	163
MN908947.3	5424	162
MN908947.3	5425	163
MN908947.3	5426	162
MN908947.3	5427	161
MN908947.3	5428	160
MN908947.3	5429	162
MN908947.3	5430	165
MN908947.3	5431	171
MN908947.3	5432	175
MN908947.3	5433	176
MN908947.3	5434	174
MN908947.3	5435	175
MN908947.3	5436	176
MN908947.3	5437	177
MN908947.3	5438	176
MN908947.3	5439	176
MN908947.3	5440	177
MN908947.3	5441	177
MN908947.3	5442	179
MN908947.3	5443	178
MN908947.3	5444	175
MN908947.3	5445	176
MN908947.3	5446	174
MN908947.3	5447	175
MN908947.3	5448	175
MN908947.3	5449	175
MN908947.3	5450	175
MN908947.3	5451	176
MN908947.3	5452	176
MN908947.3	5453	176
MN908947.3	5454	175
MN908947.3	5455	174
MN908947.3	5456	172
MN908947.3	5457	175
MN908947.3	5458	176
MN908947.3	5459	179
MN908947.3	5460	179
MN908947.3	5461	180
MN908947.3	5462	180
MN908947.3	5463	180
MN908947.3	5464	180
MN908947.3	5465	180
MN908947.3	5466	180
MN908947.3	5467	179
MN908947.3	5468	179
MN908947.3	5469	180
MN908947.3	5470	179
MN908947.3	5471	181
MN908947.3	5472	182
MN908947.3	5473	183
MN908947.3	5474	183
MN908947.3	5475	183
MN908947.3	5476	183
MN908947.3	5477	183
MN908947.3	5478	183
MN908947.3	5479	184
MN908947.3	5480	184
MN908947.3	5481	184
MN908947.3	5482	183
MN908947.3	5483	183
MN908947.3	5484	184
MN908947.3	5485	182
MN908947.3	5486	182
MN908947.3	5487	182
MN908947.3	5488	182
MN908947.3	5489	182
MN908947.3	5490	183
MN908947.3	5491	183
MN908947.3	5492	182
MN908947.3	5493	180
MN908947.3	5494	181
MN908947.3	5495	185
MN908947.3	5496	185
MN908947.3	5497	186
MN908947.3	5498	189
MN908947.3	5499	189
MN908947.3	5500	189
MN908947.3	5501	189
MN908947.3	5502	190
MN908947.3	5503	189
MN908947.3	5504	193
MN908947.3	5505	193
MN908947.3	5506	193
MN908947.3	5507	193
MN908947.3	5508	191
MN908947.3	5509	191
MN908947.3	5510	193
MN908947.3	5511	194
MN908947.3	5512	193
MN908947.3	5513	198
MN908947.3	5514	197
MN908947.3	5515	196
MN908947.3	5516	198
MN908947.3	5517	196
MN908947.3	5518	197
MN908947.3	5519	196
MN908947.3	5520	197
MN908947.3	5521	197
MN908947.3	5522	194
MN908947.3	5523	197
MN908947.3	5524	195
MN908947.3	5525	195
MN908947.3	5526	198
MN908947.3	5527	196
MN908947.3	5528	196
MN908947.3	5529	195
MN908947.3	5530	196
MN908947.3	5531	197
MN908947.3	5532	198
MN908947.3	5533	200
MN908947.3	5534	201
MN908947.3	5535	204
MN908947.3	5536	207
MN908947.3	5537	206
MN908947.3	5538	203
MN908947.3	5539	204
MN908947.3	5540	203
MN908947.3	5541	202
MN908947.3	5542	202
MN908947.3	5543	201
MN908947.3	5544	202
MN908947.3	5545	200
MN908947.3	5546	202
MN908947.3	5547	205
MN908947.3	5548	208
MN908947.3	5549	208
MN908947.3	5550	208
MN908947.3	5551	209
MN908947.3	5552	210
MN908947.3	5553	211
MN908947.3	5554	211
MN908947.3	5555	213
MN908947.3	5556	216
MN908947.3	5557	212
MN908947.3	5558	211
MN908947.3	5559	213
MN908947.3	5560	213
MN908947.3	5561	212
MN908947.3	5562	213
MN908947.3	5563	212
MN908947.3	5564	211
MN908947.3	5565	207
MN908947.3	5566	205
MN908947.3	5567	208
MN908947.3	5568	210
MN908947.3	5569	210
MN908947.3	5570	211
MN908947.3	5571	211
MN908947.3	5572	210
MN908947.3	5573	210
MN908947.3	5574	209
MN908947.3	5575	208
MN908947.3	5576	205
MN908947.3	5577	207
MN908947.3	5578	204
MN908947.3	5579	204
MN908947.3	5580	203
MN908947.3	5581	203
MN908947.3	5582	202
MN908947.3	5583	202
MN908947.3	5584	199
MN908947.3	5585	199
MN908947.3	5586	198
MN908947.3	5587	197
MN908947.3	5588	196
MN908947.3	5589	197
MN908947.3	5590	196
MN908947.3	5591	196
MN908947.3	5592	194
MN908947.3	5593	194
MN908947.3	5594	193
MN908947.3	5595	194
MN908947.3	5596	193
MN908947.3	5597	191
MN908947.3	5598	192
MN908947.3	5599	195
MN908947.3	5600	194
MN908947.3	5601	195
MN908947.3	5602	196
MN908947.3	5603	195
MN908947.3	5604	195
MN908947.3	5605	195
MN908947.3	5606	193
MN908947.3	5607	193
MN908947.3	5608	195
MN908947.3	5609	197
MN908947.3	5610	204
MN908947.3	5611	211
MN908947.3	5612	212
MN908947.3	5613	213
MN908947.3	5614	212
MN908947.3	5615	212
MN908947.3	5616	212
MN908947.3	5617	212
MN908947.3	5618	214
MN908947.3	5619	213
MN908947.3	5620	214
MN908947.3	5621	215
MN908947.3	5622	215
MN908947.3	5623	215
MN908947.3	5624	215
MN908947.3	5625	215
MN908947.3	5626	216
MN908947.3	5627	213
MN908947.3	5628	215
MN908947.3	5629	215
MN908947.3	5630	214
MN908947.3	5631	215
MN908947.3	5632	214
MN908947.3	5633	214
MN908947.3	5634	214
MN908947.3	5635	214
MN908947.3	5636	217
MN908947.3	5637	216
MN908947.3	5638	217
MN908947.3	5639	217
MN908947.3	5640	215
MN908947.3	5641	214
MN908947.3	5642	212
MN908947.3	5643	210
MN908947.3	5644	215
MN908947.3	5645	216
MN908947.3	5646	218
MN908947.3	5647	219
MN908947.3	5648	221
MN908947.3	5649	220
MN908947.3	5650	220
MN908947.3	5651	218
MN908947.3	5652	217
MN908947.3	5653	218
MN908947.3	5654	215
MN908947.3	5655	214
MN908947.3	5656	214
MN908947.3	5657	214
MN908947.3	5658	217
MN908947.3	5659	216
MN908947.3	5660	215
MN908947.3	5661	215
MN908947.3	5662	215
MN908947.3	5663	215
MN908947.3	5664	212
MN908947.3	5665	212
MN908947.3	5666	212
MN908947.3	5667	210
MN908947.3	5668	208
MN908947.3	5669	206
MN908947.3	5670	206
MN908947.3	5671	205
MN908947.3	5672	207
MN908947.3	5673	210
MN908947.3	5674	215
MN908947.3	5675	212
MN908947.3	5676	214
MN908947.3	5677	213
MN908947.3	5678	212
MN908947.3	5679	215
MN908947.3	5680	216
MN908947.3	5681	217
MN908947.3	5682	215
MN908947.3	5683	215
MN908947.3	5684	217
MN908947.3	5685	217
MN908947.3	5686	217
MN908947.3	5687	216
MN908947.3	5688	220
MN908947.3	5689	216
MN908947.3	5690	215
MN908947.3	5691	218
MN908947.3	5692	219
MN908947.3	5693	221
MN908947.3	5694	220
MN908947.3	5695	216
MN908947.3	5696	218
MN908947.3	5697	216
MN908947.3	5698	215
MN908947.3	5699	216
MN908947.3	5700	218
MN908947.3	5701	218
MN908947.3	5702	219
MN908947.3	5703	219
MN908947.3	5704	220
MN908947.3	5705	222
MN908947.3	5706	224
MN908947.3	5707	224
MN908947.3	5708	224
MN908947.3	5709	226
MN908947.3	5710	227
MN908947.3	5711	228
MN908947.3	5712	228
MN908947.3	5713	227
MN908947.3	5714	228
MN908947.3	5715	227
MN908947.3	5716	228
MN908947.3	5717	228
MN908947.3	5718	228
MN908947.3	5719	228
MN908947.3	5720	227
MN908947.3	5721	226
MN908947.3	5722	226
MN908947.3	5723	228
MN908947.3	5724	229
MN908947.3	5725	229
MN908947.3	5726	228
MN908947.3	5727	228
MN908947.3	5728	230
MN908947.3	5729	230
MN908947.3	5730	229
MN908947.3	5731	229
MN908947.3	5732	228
MN908947.3	5733	228
MN908947.3	5734	229
MN908947.3	5735	230
MN908947.3	5736	230
MN908947.3	5737	229
MN908947.3	5738	231
MN908947.3	5739	232
MN908947.3	5740	234
MN908947.3	5741	235
MN908947.3	5742	235
MN908947.3	5743	236
MN908947.3	5744	237
MN908947.3	5745	238
MN908947.3	5746	238
MN908947.3	5747	239
MN908947.3	5748	236
MN908947.3	5749	232
MN908947.3	5750	238
MN908947.3	5751	240
MN908947.3	5752	241
MN908947.3	5753	241
MN908947.3	5754	241
MN908947.3	5755	241
MN908947.3	5756	241
MN908947.3	5757	242
MN908947.3	5758	244
MN908947.3	5759	241
MN908947.3	5760	239
MN908947.3	5761	239
MN908947.3	5762	239
MN908947.3	5763	239
MN908947.3	5764	239
MN908947.3	5765	240
MN908947.3	5766	241
MN908947.3	5767	243
MN908947.3	5768	241
MN908947.3	5769	242
MN908947.3	5770	244
MN908947.3	5771	247
MN908947.3	5772	248
MN908947.3	5773	248
MN908947.3	5774	248
MN908947.3	5775	249
MN908947.3	5776	249
MN908947.3	5777	248
MN908947.3	5778	250
MN908947.3	5779	249
MN908947.3	5780	249
MN908947.3	5781	249
MN908947.3	5782	248
MN908947.3	5783	247
MN908947.3	5784	247
MN908947.3	5785	246
MN908947.3	5786	246
MN908947.3	5787	245
MN908947.3	5788	245
MN908947.3	5789	247
MN908947.3	5790	248
MN908947.3	5791	247
MN908947.3	5792	248
MN908947.3	5793	247
MN908947.3	5794	248
MN908947.3	5795	249
MN908947.3	5796	247
MN908947.3	5797	246
MN908947.3	5798	247
MN908947.3	5799	247
MN908947.3	5800	246
MN908947.3	5801	248
MN908947.3	5802	248
MN908947.3	5803	250
MN908947.3	5804	250
MN908947.3	5805	249
MN908947.3	5806	249
MN908947.3	5807	249
MN908947.3	5808	249
MN908947.3	5809	248
MN908947.3	5810	248
MN908947.3	5811	249
