id,month,region_type,region_name,country,source,ns,s,dn_ds
6695,2020-08-01,GENE,N,United States,GISAID,11926,3126,1.1369715351464877
6696,2020-08-01,GENE,N,Zambia,GISAID,35,19,0.5489821251241305
6697,2020-08-01,GENE,N,Zimbabwe,GISAID,17,7,0.7237601078167109
6698,2020-08-01,GENE,ORF10,Argentina,GISAID,4,36,0.029629629629629665
6699,2020-08-01,GENE,ORF10,Armenia,GISAID,0,1,
6700,2020-08-01,GENE,ORF10,Australia,GISAID,37,16,0.6166666666666674
6701,2020-08-01,GENE,ORF10,Austria,GISAID,2,3,0.177777777777778
6702,2020-08-01,GENE,ORF10,"Bolivia, Plurinational State of",GISAID,0,1,
6703,2020-08-01,GENE,ORF10,Brazil,GISAID,13,3,1.155555555555557
6704,2020-08-01,GENE,ORF10,Canada,GISAID,2,4,0.1333333333333335
6705,2020-08-01,GENE,ORF10,Chile,GISAID,0,1,
6706,2020-08-01,GENE,ORF10,Colombia,GISAID,0,2,
6707,2020-08-01,GENE,ORF10,Czechia,GISAID,0,17,
6708,2020-08-01,GENE,ORF10,Egypt,GISAID,0,2,
6709,2020-08-01,GENE,ORF10,Finland,GISAID,0,2,
6710,2020-08-01,GENE,ORF10,Germany,GISAID,28,4,1.8666666666666691
6711,2020-08-01,GENE,ORF10,Iceland,GISAID,8,1,2.133333333333336
6712,2020-08-01,GENE,ORF10,India,GISAID,20,8,0.6666666666666674
6713,2020-08-01,GENE,ORF10,Indonesia,GISAID,2,1,0.533333333333334
6714,2020-08-01,GENE,ORF10,Italy,GISAID,32,3,2.844444444444448
6715,2020-08-01,GENE,ORF10,Japan,GISAID,41,8,1.3666666666666683
6716,2020-08-01,GENE,ORF10,Lebanon,GISAID,0,1,
6717,2020-08-01,GENE,ORF10,Mexico,GISAID,3,3,0.266666666666667
6718,2020-08-01,GENE,ORF10,Netherlands,GISAID,34,7,1.2952380952380969
6719,2020-08-01,GENE,ORF10,Peru,GISAID,6,1,1.600000000000002
6720,2020-08-01,GENE,ORF10,Russian Federation,GISAID,0,2,
6721,2020-08-01,GENE,ORF10,Spain,GISAID,423,1,112.80000000000014
6722,2020-08-01,GENE,ORF10,Sweden,GISAID,3,1,0.800000000000001
6723,2020-08-01,GENE,ORF10,Switzerland,GISAID,103,9,3.0518518518518554
6724,2020-08-01,GENE,ORF10,Uganda,GISAID,0,2,
6725,2020-08-01,GENE,ORF10,United Kingdom,GISAID,1141,104,2.9256410256410295
6726,2020-08-01,GENE,ORF10,United States,GISAID,261,82,0.8487804878048791
6727,2020-08-01,GENE,ORF1ab,Angola,GISAID,3,2,0.41398815000000005
6728,2020-08-01,GENE,ORF1ab,Argentina,GISAID,938,756,0.3424346425925926
6729,2020-08-01,GENE,ORF1ab,Armenia,GISAID,72,93,0.21367130322580646
6730,2020-08-01,GENE,ORF1ab,Aruba,GISAID,13,24,0.14949572083333335
6731,2020-08-01,GENE,ORF1ab,Australia,GISAID,17950,16116,0.307399987279722
6732,2020-08-01,GENE,ORF1ab,Austria,GISAID,272,231,0.32497771082251087
6733,2020-08-01,GENE,ORF1ab,Bahamas,GISAID,12,16,0.20699407500000003
6734,2020-08-01,GENE,ORF1ab,Bahrain,GISAID,12,12,0.2759921
6735,2020-08-01,GENE,ORF1ab,Bangladesh,GISAID,106,114,0.25662423333333334
6736,2020-08-01,GENE,ORF1ab,Belgium,GISAID,705,762,0.25534702165354334
6737,2020-08-01,GENE,ORF1ab,Belize,GISAID,9,12,0.20699407500000003
6738,2020-08-01,GENE,ORF1ab,"Bolivia, Plurinational State of",GISAID,22,21,0.289134580952381
6739,2020-08-01,GENE,ORF1ab,Bosnia and Herzegovina,GISAID,3,4,0.20699407500000003
6740,2020-08-01,GENE,ORF1ab,Brazil,GISAID,1100,1048,0.2896863645038168
6741,2020-08-01,GENE,ORF1ab,Bulgaria,GISAID,31,48,0.17824489791666667
6742,2020-08-01,GENE,ORF1ab,Burkina Faso,GISAID,58,74,0.21631813243243242
6743,2020-08-01,GENE,ORF1ab,Cameroon,GISAID,10,9,0.3066578888888889
6744,2020-08-01,GENE,ORF1ab,Canada,GISAID,4908,5261,0.25747371731609964
6745,2020-08-01,GENE,ORF1ab,Chile,GISAID,273,372,0.20254258951612905
6746,2020-08-01,GENE,ORF1ab,China,GISAID,30,21,0.39427442857142864
6747,2020-08-01,GENE,ORF1ab,Colombia,GISAID,35,62,0.15580199193548389
6748,2020-08-01,GENE,ORF1ab,Costa Rica,GISAID,64,63,0.280372926984127
6749,2020-08-01,GENE,ORF1ab,Côte d'Ivoire,GISAID,35,46,0.2099939891304348
6750,2020-08-01,GENE,ORF1ab,Croatia,GISAID,22,14,0.4337018714285715
6751,2020-08-01,GENE,ORF1ab,Cyprus,GISAID,48,77,0.1720470233766234
6752,2020-08-01,GENE,ORF1ab,Czechia,GISAID,130,138,0.2599925579710145
6753,2020-08-01,GENE,ORF1ab,Denmark,GISAID,6029,7444,0.22352987250134337
6754,2020-08-01,GENE,ORF1ab,Ecuador,GISAID,47,121,0.10720354297520662
6755,2020-08-01,GENE,ORF1ab,Egypt,GISAID,175,177,0.27287354519774015
6756,2020-08-01,GENE,ORF1ab,Equatorial Guinea,GISAID,17,28,0.16756663214285716
6757,2020-08-01,GENE,ORF1ab,Faroe Islands,GISAID,3,44,0.018817643181818184
6758,2020-08-01,GENE,ORF1ab,Finland,GISAID,89,91,0.26992633956043954
6759,2020-08-01,GENE,ORF1ab,France,GISAID,1426,1876,0.20978930415778252
6760,2020-08-01,GENE,ORF1ab,Gambia,GISAID,113,162,0.19251300802469137
6761,2020-08-01,GENE,ORF1ab,Germany,GISAID,1079,1438,0.20709003887343533
6762,2020-08-01,GENE,ORF1ab,Ghana,GISAID,82,96,0.23574325208333335
6763,2020-08-01,GENE,ORF1ab,Gibraltar,GISAID,18,22,0.22581171818181817
6764,2020-08-01,GENE,ORF1ab,Greece,GISAID,62,56,0.30556268214285714
6765,2020-08-01,GENE,ORF1ab,Guatemala,GISAID,9,12,0.20699407500000003
6766,2020-08-01,GENE,ORF1ab,Hong Kong,GISAID,369,339,0.30041617964601774
6767,2020-08-01,GENE,ORF1ab,Hungary,GISAID,90,106,0.23433291509433962
6768,2020-08-01,GENE,ORF1ab,Iceland,GISAID,795,472,0.46485957521186444
6769,2020-08-01,GENE,ORF1ab,India,GISAID,2206,3169,0.19212324790154625
6770,2020-08-01,GENE,ORF1ab,Indonesia,GISAID,140,178,0.21707243820224723
6771,2020-08-01,GENE,ORF1ab,"Iran, Islamic Republic of",GISAID,14,24,0.16099539166666668
6772,2020-08-01,GENE,ORF1ab,Ireland,GISAID,614,620,0.2733212087096774
6773,2020-08-01,GENE,ORF1ab,Israel,GISAID,25,25,0.2759921
6774,2020-08-01,GENE,ORF1ab,Italy,GISAID,509,685,0.20508026116788322
6775,2020-08-01,GENE,ORF1ab,Japan,GISAID,10655,20258,0.14516219890907298
6776,2020-08-01,GENE,ORF1ab,Jordan,GISAID,72,68,0.29222692941176476
6777,2020-08-01,GENE,ORF1ab,Kenya,GISAID,157,178,0.24343123426966295
6778,2020-08-01,GENE,ORF1ab,Latvia,GISAID,122,181,0.18602782430939227
6779,2020-08-01,GENE,ORF1ab,Lebanon,GISAID,81,53,0.4217992471698113
6780,2020-08-01,GENE,ORF1ab,Lithuania,GISAID,35,163,0.05926210736196319
6781,2020-08-01,GENE,ORF1ab,Luxembourg,GISAID,86,83,0.28596771807228916
6782,2020-08-01,GENE,ORF1ab,Madagascar,GISAID,2,3,0.18399473333333335
6783,2020-08-01,GENE,ORF1ab,Malaysia,GISAID,30,27,0.3066578888888889
6784,2020-08-01,GENE,ORF1ab,Malta,GISAID,16,16,0.2759921
6785,2020-08-01,GENE,ORF1ab,Mexico,GISAID,580,705,0.22705733049645394
6786,2020-08-01,GENE,ORF1ab,Morocco,GISAID,2,3,0.18399473333333335
6787,2020-08-01,GENE,ORF1ab,Mozambique,GISAID,39,32,0.33636537187500004
6788,2020-08-01,GENE,ORF1ab,Nepal,GISAID,26,51,0.1407018549019608
6789,2020-08-01,GENE,ORF1ab,Netherlands,GISAID,1175,1325,0.24474771132075474
6790,2020-08-01,GENE,ORF1ab,New Zealand,GISAID,452,301,0.4144466086378738
6791,2020-08-01,GENE,ORF1ab,Nigeria,GISAID,65,53,0.3384808773584906
6792,2020-08-01,GENE,ORF1ab,Northern Mariana Islands,GISAID,12,23,0.14399587826086957
6793,2020-08-01,GENE,ORF1ab,North Macedonia,GISAID,29,41,0.19521392439024393
6794,2020-08-01,GENE,ORF1ab,Norway,GISAID,725,958,0.2088666727557411
6795,2020-08-01,GENE,ORF1ab,Not available,GISAID,1546,977,0.4367285430910952
6796,2020-08-01,GENE,ORF1ab,Oman,GISAID,17,10,0.46918657
6797,2020-08-01,GENE,ORF1ab,Pakistan,GISAID,16,41,0.10770423414634148
6798,2020-08-01,GENE,ORF1ab,"Palestine, State of",GISAID,26,70,0.10251135142857143
6799,2020-08-01,GENE,ORF1ab,Panama,GISAID,105,111,0.26107360810810815
6800,2020-08-01,GENE,ORF1ab,Papua New Guinea,GISAID,6,4,0.41398815000000005
6801,2020-08-01,GENE,ORF1ab,Peru,GISAID,663,514,0.3559975920233463
6802,2020-08-01,GENE,ORF1ab,Poland,GISAID,12,18,0.18399473333333335
6803,2020-08-01,GENE,ORF1ab,Portugal,GISAID,96,119,0.22264908907563027
6804,2020-08-01,GENE,ORF1ab,Qatar,GISAID,374,361,0.28593087368421055
6805,2020-08-01,GENE,ORF1ab,Romania,GISAID,4,10,0.11039684000000001
6806,2020-08-01,GENE,ORF1ab,Russian Federation,GISAID,383,503,0.2101490542743539
6807,2020-08-01,GENE,ORF1ab,Rwanda,GISAID,131,367,0.09851489128065397
6808,2020-08-01,GENE,ORF1ab,Saudi Arabia,GISAID,35,101,0.09564082673267328
6809,2020-08-01,GENE,ORF1ab,Senegal,GISAID,44,67,0.18124854328358211
6810,2020-08-01,GENE,ORF1ab,Serbia,GISAID,47,36,0.36032301944444445
9543,2020-12-01,GENE,N,Spain,GISAID,3601,552,1.944141201804756
6811,2020-08-01,GENE,ORF1ab,Singapore,GISAID,315,147,0.5914116428571429
6812,2020-08-01,GENE,ORF1ab,Slovakia,GISAID,13,12,0.2989914416666667
6813,2020-08-01,GENE,ORF1ab,Slovenia,GISAID,429,399,0.2967433857142857
6814,2020-08-01,GENE,ORF1ab,South Africa,GISAID,890,1044,0.2352806216475096
6815,2020-08-01,GENE,ORF1ab,Spain,GISAID,1027,2271,0.12481016587406431
6816,2020-08-01,GENE,ORF1ab,Suriname,GISAID,91,88,0.28540092159090913
6817,2020-08-01,GENE,ORF1ab,Sweden,GISAID,237,337,0.194095334421365
6818,2020-08-01,GENE,ORF1ab,Switzerland,GISAID,1585,2218,0.19722609490532012
6819,2020-08-01,GENE,ORF1ab,"Taiwan, Province of China",GISAID,3,4,0.20699407500000003
6820,2020-08-01,GENE,ORF1ab,Trinidad and Tobago,GISAID,15,52,0.07961310576923077
6821,2020-08-01,GENE,ORF1ab,Tunisia,GISAID,3,3,0.2759921
6822,2020-08-01,GENE,ORF1ab,Turkey,GISAID,58,70,0.2286791685714286
6823,2020-08-01,GENE,ORF1ab,Uganda,GISAID,261,190,0.37912599
6824,2020-08-01,GENE,ORF1ab,Ukraine,GISAID,26,32,0.22424358125
6825,2020-08-01,GENE,ORF1ab,United Arab Emirates,GISAID,288,226,0.3517067469026549
6826,2020-08-01,GENE,ORF1ab,United Kingdom,GISAID,22536,27323,0.22763817902865718
6827,2020-08-01,GENE,ORF1ab,United States,GISAID,31560,34020,0.2560349992945326
6828,2020-08-01,GENE,ORF1ab,Zambia,GISAID,43,68,0.1745244161764706
6829,2020-08-01,GENE,ORF1ab,Zimbabwe,GISAID,25,27,0.25554824074074073
6830,2020-08-01,GENE,ORF3a,Argentina,GISAID,250,8,8.9453125
6831,2020-08-01,GENE,ORF3a,Armenia,GISAID,24,2,3.435
6832,2020-08-01,GENE,ORF3a,Aruba,GISAID,1,1,0.28625
6833,2020-08-01,GENE,ORF3a,Australia,GISAID,305,44,1.9842329545454545
6834,2020-08-01,GENE,ORF3a,Austria,GISAID,21,8,0.75140625
6835,2020-08-01,GENE,ORF3a,Bahamas,GISAID,4,1,1.145
6836,2020-08-01,GENE,ORF3a,Bangladesh,GISAID,15,6,0.715625
6837,2020-08-01,GENE,ORF3a,Belgium,GISAID,360,8,12.88125
6838,2020-08-01,GENE,ORF3a,Brazil,GISAID,123,31,1.1357661290322583
6839,2020-08-01,GENE,ORF3a,Bulgaria,GISAID,0,6,
6840,2020-08-01,GENE,ORF3a,Burkina Faso,GISAID,10,2,1.43125
6841,2020-08-01,GENE,ORF3a,Cameroon,GISAID,1,1,0.28625
6842,2020-08-01,GENE,ORF3a,Canada,GISAID,882,237,1.0652848101265822
6843,2020-08-01,GENE,ORF3a,Chile,GISAID,10,9,0.31805555555555554
6844,2020-08-01,GENE,ORF3a,China,GISAID,1,1,0.28625
6845,2020-08-01,GENE,ORF3a,Colombia,GISAID,8,1,2.29
6846,2020-08-01,GENE,ORF3a,Côte d'Ivoire,GISAID,11,1,3.14875
6847,2020-08-01,GENE,ORF3a,Cyprus,GISAID,16,1,4.58
6848,2020-08-01,GENE,ORF3a,Czechia,GISAID,7,4,0.5009375
6849,2020-08-01,GENE,ORF3a,Denmark,GISAID,605,883,0.19612825594563987
6850,2020-08-01,GENE,ORF3a,Faroe Islands,GISAID,0,10,
6851,2020-08-01,GENE,ORF3a,Finland,GISAID,16,5,0.916
6852,2020-08-01,GENE,ORF3a,France,GISAID,240,159,0.4320754716981132
6853,2020-08-01,GENE,ORF3a,Gambia,GISAID,5,15,0.09541666666666666
6854,2020-08-01,GENE,ORF3a,Germany,GISAID,168,41,1.1729268292682928
6855,2020-08-01,GENE,ORF3a,Ghana,GISAID,14,3,1.3358333333333334
6856,2020-08-01,GENE,ORF3a,Greece,GISAID,18,3,1.7175
6857,2020-08-01,GENE,ORF3a,Hungary,GISAID,11,8,0.39359375
6858,2020-08-01,GENE,ORF3a,Iceland,GISAID,18,9,0.5725
6859,2020-08-01,GENE,ORF3a,India,GISAID,584,41,4.0773170731707316
6860,2020-08-01,GENE,ORF3a,Indonesia,GISAID,39,3,3.72125
6861,2020-08-01,GENE,ORF3a,"Iran, Islamic Republic of",GISAID,8,1,2.29
6862,2020-08-01,GENE,ORF3a,Ireland,GISAID,44,7,1.7992857142857144
6863,2020-08-01,GENE,ORF3a,Italy,GISAID,93,6,4.436875000000001
6864,2020-08-01,GENE,ORF3a,Japan,GISAID,347,36,2.7591319444444444
6865,2020-08-01,GENE,ORF3a,Kenya,GISAID,51,5,2.91975
6866,2020-08-01,GENE,ORF3a,Latvia,GISAID,35,16,0.626171875
6867,2020-08-01,GENE,ORF3a,Lithuania,GISAID,4,1,1.145
6868,2020-08-01,GENE,ORF3a,Luxembourg,GISAID,2,1,0.5725
6869,2020-08-01,GENE,ORF3a,Mexico,GISAID,85,12,2.027604166666667
6870,2020-08-01,GENE,ORF3a,Mozambique,GISAID,7,1,2.00375
6871,2020-08-01,GENE,ORF3a,Netherlands,GISAID,308,11,8.015
6872,2020-08-01,GENE,ORF3a,North Macedonia,GISAID,1,1,0.28625
6873,2020-08-01,GENE,ORF3a,Norway,GISAID,89,17,1.4986029411764707
6874,2020-08-01,GENE,ORF3a,Not available,GISAID,290,30,2.7670833333333333
6875,2020-08-01,GENE,ORF3a,Oman,GISAID,1,3,0.09541666666666666
6876,2020-08-01,GENE,ORF3a,"Palestine, State of",GISAID,13,2,1.860625
6877,2020-08-01,GENE,ORF3a,Panama,GISAID,35,2,5.009375
6878,2020-08-01,GENE,ORF3a,Peru,GISAID,47,18,0.7474305555555556
6879,2020-08-01,GENE,ORF3a,Qatar,GISAID,117,6,5.581875
6880,2020-08-01,GENE,ORF3a,Russian Federation,GISAID,70,12,1.6697916666666668
6881,2020-08-01,GENE,ORF3a,Rwanda,GISAID,82,1,23.4725
6882,2020-08-01,GENE,ORF3a,Saudi Arabia,GISAID,24,2,3.435
6883,2020-08-01,GENE,ORF3a,Senegal,GISAID,13,1,3.72125
6884,2020-08-01,GENE,ORF3a,Singapore,GISAID,22,2,3.14875
6885,2020-08-01,GENE,ORF3a,Slovenia,GISAID,26,16,0.46515625
6886,2020-08-01,GENE,ORF3a,South Africa,GISAID,117,31,1.0803629032258064
6887,2020-08-01,GENE,ORF3a,Spain,GISAID,68,30,0.6488333333333334
6888,2020-08-01,GENE,ORF3a,Suriname,GISAID,1,1,0.28625
6889,2020-08-01,GENE,ORF3a,Sweden,GISAID,37,9,1.1768055555555554
6890,2020-08-01,GENE,ORF3a,Switzerland,GISAID,180,88,0.5855113636363637
6891,2020-08-01,GENE,ORF3a,Turkey,GISAID,8,3,0.7633333333333333
6892,2020-08-01,GENE,ORF3a,Uganda,GISAID,7,3,0.6679166666666667
6893,2020-08-01,GENE,ORF3a,United Arab Emirates,GISAID,47,8,1.6817187500000002
6894,2020-08-01,GENE,ORF3a,United Kingdom,GISAID,3210,629,1.4608306836248013
6895,2020-08-01,GENE,ORF3a,United States,GISAID,7827,617,3.6312459481361423
6896,2020-08-01,GENE,ORF3a,Zambia,GISAID,5,4,0.3578125
6897,2020-08-01,GENE,ORF6,Argentina,GISAID,66,2,8.0025
6898,2020-08-01,GENE,ORF6,Aruba,GISAID,0,1,
6899,2020-08-01,GENE,ORF6,Australia,GISAID,31,7,1.0739285714285713
6900,2020-08-01,GENE,ORF6,Bangladesh,GISAID,1,1,0.2425
6901,2020-08-01,GENE,ORF6,Belgium,GISAID,1,7,0.03464285714285714
6902,2020-08-01,GENE,ORF6,Brazil,GISAID,128,2,15.52
6903,2020-08-01,GENE,ORF6,Burkina Faso,GISAID,0,1,
6904,2020-08-01,GENE,ORF6,Canada,GISAID,22,54,0.0987962962962963
6905,2020-08-01,GENE,ORF6,Chile,GISAID,41,4,2.4856249999999998
6906,2020-08-01,GENE,ORF6,Denmark,GISAID,33,15,0.5335
6907,2020-08-01,GENE,ORF6,Finland,GISAID,1,2,0.12125
6908,2020-08-01,GENE,ORF6,France,GISAID,6,3,0.485
6909,2020-08-01,GENE,ORF6,Germany,GISAID,10,20,0.12125
6910,2020-08-01,GENE,ORF6,Iceland,GISAID,2,8,0.060625
6911,2020-08-01,GENE,ORF6,India,GISAID,11,32,0.083359375
6912,2020-08-01,GENE,ORF6,Japan,GISAID,18,28,0.15589285714285714
6913,2020-08-01,GENE,ORF6,Lithuania,GISAID,0,2,
6914,2020-08-01,GENE,ORF6,Luxembourg,GISAID,0,1,
6915,2020-08-01,GENE,ORF6,Mexico,GISAID,4,4,0.2425
6916,2020-08-01,GENE,ORF6,Netherlands,GISAID,2,90,0.005388888888888888
6917,2020-08-01,GENE,ORF6,New Zealand,GISAID,0,1,
6918,2020-08-01,GENE,ORF6,Norway,GISAID,1,1,0.2425
6919,2020-08-01,GENE,ORF6,Peru,GISAID,3,2,0.36375
6920,2020-08-01,GENE,ORF6,Qatar,GISAID,3,3,0.2425
6921,2020-08-01,GENE,ORF6,Russian Federation,GISAID,12,3,0.97
6922,2020-08-01,GENE,ORF6,Saudi Arabia,GISAID,0,1,
6923,2020-08-01,GENE,ORF6,Senegal,GISAID,1,1,0.2425
6924,2020-08-01,GENE,ORF6,Singapore,GISAID,1,1,0.2425
6925,2020-08-01,GENE,ORF6,Slovenia,GISAID,1,5,0.0485
6926,2020-08-01,GENE,ORF6,South Africa,GISAID,7,17,0.09985294117647059
6927,2020-08-01,GENE,ORF6,Spain,GISAID,16,1,3.88
6928,2020-08-01,GENE,ORF6,Sweden,GISAID,0,4,
6929,2020-08-01,GENE,ORF6,Switzerland,GISAID,5,55,0.022045454545454545
6930,2020-08-01,GENE,ORF6,United Kingdom,GISAID,84,75,0.27159999999999995
6931,2020-08-01,GENE,ORF6,United States,GISAID,201,217,0.22461981566820274
6932,2020-08-01,GENE,ORF7a,Argentina,GISAID,4,5,0.2355294117647056
6933,2020-08-01,GENE,ORF7a,Armenia,GISAID,0,1,
6934,2020-08-01,GENE,ORF7a,Australia,GISAID,141,104,0.3991544117647054
6935,2020-08-01,GENE,ORF7a,Bangladesh,GISAID,1,1,0.294411764705882
6936,2020-08-01,GENE,ORF7a,Belgium,GISAID,17,2,2.502499999999997
6937,2020-08-01,GENE,ORF7a,Brazil,GISAID,22,25,0.2590823529411761
6938,2020-08-01,GENE,ORF7a,Bulgaria,GISAID,0,1,
6939,2020-08-01,GENE,ORF7a,Canada,GISAID,19,89,0.06285194976867144
6940,2020-08-01,GENE,ORF7a,Chile,GISAID,10,3,0.9813725490196067
6941,2020-08-01,GENE,ORF7a,Côte d'Ivoire,GISAID,0,1,
6942,2020-08-01,GENE,ORF7a,Denmark,GISAID,100,8,3.6801470588235246
6943,2020-08-01,GENE,ORF7a,Faroe Islands,GISAID,10,10,0.294411764705882
6944,2020-08-01,GENE,ORF7a,France,GISAID,55,21,0.7710784313725481
6945,2020-08-01,GENE,ORF7a,Germany,GISAID,27,6,1.324852941176469
6946,2020-08-01,GENE,ORF7a,Ghana,GISAID,3,1,0.883235294117646
6947,2020-08-01,GENE,ORF7a,India,GISAID,42,11,1.1241176470588221
6948,2020-08-01,GENE,ORF7a,Indonesia,GISAID,3,2,0.441617647058823
6949,2020-08-01,GENE,ORF7a,Ireland,GISAID,7,1,2.060882352941174
6950,2020-08-01,GENE,ORF7a,Italy,GISAID,29,3,2.8459803921568594
6951,2020-08-01,GENE,ORF7a,Japan,GISAID,156,25,1.8371294117647035
6952,2020-08-01,GENE,ORF7a,Mexico,GISAID,20,7,0.8411764705882343
6953,2020-08-01,GENE,ORF7a,Netherlands,GISAID,27,2,3.974558823529407
6954,2020-08-01,GENE,ORF7a,New Zealand,GISAID,1,1,0.294411764705882
6955,2020-08-01,GENE,ORF7a,Nigeria,GISAID,0,2,
6956,2020-08-01,GENE,ORF7a,Not available,GISAID,3,2,0.441617647058823
6957,2020-08-01,GENE,ORF7a,Panama,GISAID,3,1,0.883235294117646
6958,2020-08-01,GENE,ORF7a,Peru,GISAID,12,3,1.177647058823528
6959,2020-08-01,GENE,ORF7a,Russian Federation,GISAID,13,1,3.8273529411764655
6960,2020-08-01,GENE,ORF7a,Singapore,GISAID,0,4,
6961,2020-08-01,GENE,ORF7a,South Africa,GISAID,6,1,1.766470588235292
6962,2020-08-01,GENE,ORF7a,Spain,GISAID,14,1,4.121764705882348
6963,2020-08-01,GENE,ORF7a,Sweden,GISAID,19,1,5.593823529411758
6964,2020-08-01,GENE,ORF7a,Switzerland,GISAID,93,14,1.9557352941176445
6965,2020-08-01,GENE,ORF7a,Trinidad and Tobago,GISAID,0,2,
6966,2020-08-01,GENE,ORF7a,Uganda,GISAID,4,2,0.588823529411764
6967,2020-08-01,GENE,ORF7a,United Arab Emirates,GISAID,4,9,0.1308496732026142
6968,2020-08-01,GENE,ORF7a,United Kingdom,GISAID,448,138,0.9557715260017038
6969,2020-08-01,GENE,ORF7a,United States,GISAID,526,446,0.3472210498549191
6970,2020-08-01,GENE,ORF7a,Zambia,GISAID,5,4,0.36801470588235247
6971,2020-08-01,GENE,ORF7a,Zimbabwe,GISAID,1,1,0.294411764705882
6972,2020-08-01,GENE,ORF7b,Australia,GISAID,49,229,
6973,2020-08-01,GENE,ORF7b,Austria,GISAID,0,1,
6974,2020-08-01,GENE,ORF7b,Belgium,GISAID,0,2,
6975,2020-08-01,GENE,ORF7b,Brazil,GISAID,7,2,
6976,2020-08-01,GENE,ORF7b,Burkina Faso,GISAID,0,3,
6977,2020-08-01,GENE,ORF7b,Canada,GISAID,2,7,
6978,2020-08-01,GENE,ORF7b,Chile,GISAID,3,12,
6979,2020-08-01,GENE,ORF7b,Costa Rica,GISAID,2,1,
6980,2020-08-01,GENE,ORF7b,Côte d'Ivoire,GISAID,0,3,
6981,2020-08-01,GENE,ORF7b,Croatia,GISAID,0,1,
6982,2020-08-01,GENE,ORF7b,Cyprus,GISAID,0,9,
6983,2020-08-01,GENE,ORF7b,Czechia,GISAID,0,5,
6984,2020-08-01,GENE,ORF7b,Denmark,GISAID,17,87,
6985,2020-08-01,GENE,ORF7b,France,GISAID,5,49,
6986,2020-08-01,GENE,ORF7b,Germany,GISAID,6,27,
6987,2020-08-01,GENE,ORF7b,Iceland,GISAID,1,3,
6988,2020-08-01,GENE,ORF7b,India,GISAID,25,5,
6989,2020-08-01,GENE,ORF7b,Ireland,GISAID,1,1,
6990,2020-08-01,GENE,ORF7b,Italy,GISAID,0,12,
6991,2020-08-01,GENE,ORF7b,Japan,GISAID,12,10,
6992,2020-08-01,GENE,ORF7b,Kenya,GISAID,1,1,
6993,2020-08-01,GENE,ORF7b,Luxembourg,GISAID,0,1,
6994,2020-08-01,GENE,ORF7b,Netherlands,GISAID,6,16,
6995,2020-08-01,GENE,ORF7b,Norway,GISAID,0,25,
6996,2020-08-01,GENE,ORF7b,Not available,GISAID,5,5,
6997,2020-08-01,GENE,ORF7b,"Palestine, State of",GISAID,1,1,
6998,2020-08-01,GENE,ORF7b,Panama,GISAID,0,1,
6999,2020-08-01,GENE,ORF7b,Peru,GISAID,4,4,
7000,2020-08-01,GENE,ORF7b,Qatar,GISAID,0,2,
7001,2020-08-01,GENE,ORF7b,Russian Federation,GISAID,10,3,
7002,2020-08-01,GENE,ORF7b,Slovakia,GISAID,1,2,
7003,2020-08-01,GENE,ORF7b,Slovenia,GISAID,0,35,
7004,2020-08-01,GENE,ORF7b,South Africa,GISAID,10,2,
7005,2020-08-01,GENE,ORF7b,Switzerland,GISAID,9,53,
7006,2020-08-01,GENE,ORF7b,United Kingdom,GISAID,108,469,
7007,2020-08-01,GENE,ORF7b,United States,GISAID,140,56,
7008,2020-08-01,GENE,ORF8,Argentina,GISAID,15,4,1.0065789473684212
7009,2020-08-01,GENE,ORF8,Aruba,GISAID,0,1,
7010,2020-08-01,GENE,ORF8,Australia,GISAID,149,129,0.3100367197062424
7011,2020-08-01,GENE,ORF8,Austria,GISAID,3,2,0.4026315789473685
7012,2020-08-01,GENE,ORF8,Bangladesh,GISAID,3,3,0.268421052631579
7013,2020-08-01,GENE,ORF8,Belgium,GISAID,49,12,1.0960526315789476
7014,2020-08-01,GENE,ORF8,Brazil,GISAID,53,18,0.7903508771929827
7015,2020-08-01,GENE,ORF8,Canada,GISAID,237,20,3.1807894736842113
7016,2020-08-01,GENE,ORF8,Chile,GISAID,7,4,0.4697368421052633
7017,2020-08-01,GENE,ORF8,China,GISAID,0,1,
7018,2020-08-01,GENE,ORF8,Côte d'Ivoire,GISAID,8,1,2.147368421052632
7019,2020-08-01,GENE,ORF8,Czechia,GISAID,0,1,
7020,2020-08-01,GENE,ORF8,Denmark,GISAID,131,260,0.13524291497975713
7021,2020-08-01,GENE,ORF8,Ecuador,GISAID,0,1,
7022,2020-08-01,GENE,ORF8,Finland,GISAID,2,1,0.536842105263158
7023,2020-08-01,GENE,ORF8,France,GISAID,46,41,0.3011553273427472
7024,2020-08-01,GENE,ORF8,Germany,GISAID,20,30,0.17894736842105266
7025,2020-08-01,GENE,ORF8,Ghana,GISAID,7,2,0.9394736842105266
7026,2020-08-01,GENE,ORF8,Greece,GISAID,4,2,0.536842105263158
7027,2020-08-01,GENE,ORF8,Hong Kong,GISAID,1,2,0.1342105263157895
7028,2020-08-01,GENE,ORF8,Iceland,GISAID,8,100,0.021473684210526322
7029,2020-08-01,GENE,ORF8,India,GISAID,184,42,1.1759398496240605
7030,2020-08-01,GENE,ORF8,Indonesia,GISAID,5,1,1.342105263157895
7031,2020-08-01,GENE,ORF8,Ireland,GISAID,0,7,
7032,2020-08-01,GENE,ORF8,Italy,GISAID,10,5,0.536842105263158
