id,month,gene_name,country,source,dn,ds
538,2021-02-01,ORF1ab,Spain,ENA,37,59
539,2021-02-01,ORF3a,United States,ENA,949,79
540,2021-01-01,ORF6,India,ENA,2,15
541,2020-11-01,ORF1ab,Peru,ENA,17,9
542,2020-06-01,E,United Kingdom,ENA,1,1
543,2021-04-01,M,United Kingdom,ENA,29,109
544,2020-10-01,N,China,ENA,5,3
545,2021-04-01,N,Romania,ENA,24,12
546,2020-07-01,M,United States,ENA,11,39
547,2020-05-01,S,United States,ENA,188,14
548,2021-04-01,E,United Kingdom,ENA,14,6
549,2021-02-01,ORF7a,United States,ENA,59,48
550,2020-12-01,ORF1ab,United Kingdom,ENA,81,59
551,2021-05-01,ORF1ab,Philippines,ENA,66,56
552,2020-09-01,ORF6,Brazil,ENA,22,1
553,2021-05-01,ORF3a,Peru,ENA,0,2
554,2021-03-01,ORF1ab,South Africa,ENA,3,3
555,2021-06-01,N,Switzerland,ENA,1914,646
556,2021-04-01,ORF6,United States,ENA,4,4
557,2021-05-01,N,Poland,ENA,343,85
558,2020-10-01,S,Poland,ENA,30,1
559,2021-04-01,ORF8,Poland,ENA,6,1
560,2020-04-01,ORF3a,United States,ENA,97,4
561,2020-07-01,ORF6,United States,ENA,8,5
562,2021-06-01,E,Switzerland,ENA,19,9
563,2020-09-01,ORF1ab,Latvia,ENA,19,30
564,2020-12-01,S,United States,ENA,486,87
565,2021-01-01,ORF7b,United Kingdom,ENA,380,169
566,2021-02-01,ORF1ab,Brazil,ENA,729,1109
567,2021-01-01,N,Peru,ENA,6,1
568,2021-04-01,M,Spain,ENA,236,2176
569,2020-11-01,ORF1ab,Germany,ENA,0,2
570,2021-03-01,ORF3a,Poland,ENA,38,4
571,2021-01-01,ORF6,Bangladesh,ENA,1,1
572,2020-11-01,ORF6,United Kingdom,ENA,1,2
573,2021-02-01,M,United Kingdom,ENA,200,856
574,2021-01-01,N,Turkey,ENA,29,11
575,2020-08-01,ORF8,United States,ENA,74,16
576,2021-05-01,ORF8,United Kingdom,ENA,696,53
577,2021-03-01,ORF3a,Qatar,ENA,105,1
578,2021-01-01,E,United Kingdom,ENA,78,225
579,2021-06-01,ORF3a,Spain,ENA,1462,363
580,2020-10-01,ORF7a,United Kingdom,ENA,3,1
581,2021-01-01,ORF1ab,Not available,ENA,9,9
582,2021-06-01,ORF1ab,Uruguay,ENA,0,4
583,2020-07-01,ORF3a,Jordan,ENA,14,4
584,2021-03-01,M,Spain,ENA,43,297
585,2021-02-01,ORF10,Brazil,ENA,8,2
586,2020-11-01,ORF6,India,ENA,2,10
587,2021-02-01,S,Brazil,ENA,586,65
588,2020-07-01,ORF1ab,Sweden,ENA,11,12
589,2020-10-01,ORF3a,"Palestine, State of",ENA,28,2
590,2021-02-01,ORF6,United States,ENA,27,15
591,2020-05-01,ORF7a,United States,ENA,3,3
592,2021-05-01,ORF3a,Japan,ENA,0,1
593,2020-04-01,ORF8,China,ENA,6,1
594,2021-05-01,M,Peru,ENA,0,28
595,2020-05-01,E,United States,ENA,0,1
596,2021-06-01,ORF7a,United Kingdom,ENA,276,6
597,2021-05-01,ORF7a,Spain,ENA,511,119
598,2020-04-01,S,China,ENA,2,2
599,2021-05-01,E,United Kingdom,ENA,29,11
600,2021-06-01,ORF7a,Switzerland,ENA,16,1
601,2021-01-01,ORF1ab,United States,ENA,4727,5374
602,2021-02-01,ORF1ab,Not available,ENA,4,8
603,2021-05-01,ORF1ab,Peru,ENA,166,94
604,2021-04-01,E,Spain,ENA,87,35
605,2021-05-01,ORF1ab,United States,ENA,1,2
606,2021-01-01,ORF1ab,Peru,ENA,7,5
607,2020-08-01,ORF1ab,China,ENA,7,12
608,2020-10-01,S,United States,ENA,61,6
609,2021-06-01,ORF7a,Spain,ENA,257,56
610,2021-02-01,M,Not available,ENA,0,1
611,2020-10-01,S,Malaysia,ENA,2,1
612,2021-04-01,ORF1ab,Uruguay,ENA,7,17
613,2021-03-01,S,United Kingdom,ENA,15709,583
614,2020-11-01,E,India,ENA,4,4
615,2021-03-01,N,Spain,ENA,1966,440
616,2020-08-01,M,India,ENA,23,922
617,2021-03-01,ORF1ab,Italy,ENA,19,21
618,2021-03-01,ORF7a,United States,ENA,1,2
619,2021-03-01,ORF7b,Spain,ENA,7,3
620,2020-08-01,ORF3a,United States,ENA,1019,53
621,2020-11-01,E,United States,ENA,3,5
622,2020-09-01,M,India,ENA,9,59
623,2020-10-01,E,"Palestine, State of",ENA,6,2
624,2020-08-01,ORF7a,United States,ENA,18,13
625,2020-05-01,ORF10,Turkey,ENA,0,1
626,2021-01-01,M,Not available,ENA,0,9
627,2021-03-01,S,Spain,ENA,2726,162
628,2020-07-01,N,Spain,ENA,90,83
629,2021-04-01,ORF1ab,United States,ENA,522,655
630,2020-11-01,ORF1ab,India,ENA,455,916
631,2020-11-01,N,United States,ENA,202,81
632,2020-06-01,S,United States,ENA,531,37
633,2021-03-01,N,Qatar,ENA,93,16
634,2020-10-01,S,China,ENA,2,1
635,2021-03-01,M,United Kingdom,ENA,173,631
636,2021-05-01,E,Spain,ENA,190,86
637,2020-02-01,N,China,ENA,4,1
638,2020-06-01,ORF8,United Kingdom,ENA,10,3
639,2020-08-01,N,Bangladesh,ENA,6,3
640,2020-10-01,S,"Palestine, State of",ENA,35,1
641,2021-04-01,S,Uruguay,ENA,14,1
642,2021-01-01,ORF7a,Not available,ENA,3,0
643,2021-03-01,N,Canada,ENA,1,0
644,2021-05-01,S,Australia,ENA,8,0
645,2020-07-01,M,France,ENA,2,0
646,2020-04-01,ORF7a,Germany,ENA,1,0
647,2020-12-01,ORF3a,Poland,ENA,45,0
648,2020-08-01,ORF8,China,ENA,8,0
649,2020-11-01,ORF7a,Brazil,ENA,1,0
650,2020-08-01,ORF10,United States,ENA,2,0
651,2021-03-01,ORF7a,South Africa,ENA,1,0
652,2020-07-01,ORF8,Spain,ENA,86,0
653,2020-10-01,ORF8,United States,ENA,14,0
654,2021-03-01,S,Italy,ENA,36,0
655,2020-05-01,S,Netherlands,ENA,1,0
656,2020-11-01,ORF7b,United States,ENA,1,0
657,2021-04-01,M,Germany,ENA,1,0
658,2021-05-01,N,South Africa,ENA,1,0
659,2020-10-01,S,Germany,ENA,16,0
660,2021-01-01,ORF10,India,ENA,1,0
661,2021-04-01,ORF8,Germany,ENA,2,0
662,2021-02-01,ORF3a,South Africa,ENA,24,0
663,2021-02-01,ORF6,South Africa,ENA,1,0
664,2021-02-01,ORF3a,Turkey,ENA,2,0
665,2021-02-01,ORF10,Poland,ENA,1,0
666,2020-08-01,ORF8,Philippines,ENA,1,0
667,2021-03-01,ORF8,United States,ENA,40,0
668,2021-01-01,ORF7a,India,ENA,2,0
669,2021-05-01,E,South Africa,ENA,1,0
670,2020-11-01,ORF10,United States,ENA,16,0
671,2020-12-01,ORF3a,Not available,ENA,2,0
672,2020-05-01,ORF8,United States,ENA,154,0
673,2020-06-01,S,Morocco,ENA,1,0
674,2020-10-01,ORF8,China,ENA,1,0
675,2021-04-01,ORF3a,Uruguay,ENA,1,0
676,2021-05-01,ORF7a,Philippines,ENA,2,0
677,2020-05-01,ORF1ab,Netherlands,ENA,1,0
678,2020-11-01,ORF6,Brazil,ENA,49,0
679,2021-05-01,ORF10,United Kingdom,ENA,39,0
680,2020-08-01,ORF7b,Spain,ENA,1,0
681,2021-03-01,S,South Africa,ENA,10,0
682,2020-12-01,ORF7b,United States,ENA,2,0
683,2020-07-01,ORF8,France,ENA,1,0
684,2020-10-01,S,Italy,ENA,4,0
685,2020-07-01,ORF3a,France,ENA,19,0
686,2021-02-01,ORF7a,Bangladesh,ENA,1,0
687,2021-01-01,S,Peru,ENA,8,0
688,2021-03-01,ORF8,Bangladesh,ENA,2,0
689,2020-10-01,ORF7b,United States,ENA,1,0
690,2021-02-01,ORF3a,Poland,ENA,45,0
691,2020-08-01,ORF3a,Mexico,ENA,1,0
692,2021-03-01,ORF6,Brazil,ENA,11,0
693,2020-08-01,ORF10,India,ENA,12,0
694,2021-04-01,M,United States,ENA,3,0
695,2021-03-01,ORF1ab,Canada,ENA,1,0
696,2021-05-01,ORF10,Poland,ENA,2,0
697,2020-10-01,N,Malaysia,ENA,1,0
698,2021-06-01,ORF6,Switzerland,ENA,4,0
699,2020-10-01,ORF8,Poland,ENA,3,0
700,2020-07-01,ORF6,Spain,ENA,1,0
701,2020-08-01,ORF3a,United Kingdom,ENA,18,0
702,2021-03-01,S,Chile,ENA,1,0
703,2021-01-01,ORF8,Peru,ENA,2,0
704,2020-10-01,ORF1ab,Malaysia,ENA,1,0
705,2021-05-01,ORF7a,Japan,ENA,1,0
706,2020-08-01,ORF1ab,Canada,ENA,1,0
707,2020-07-01,ORF6,France,ENA,2,0
708,2020-08-01,ORF10,Philippines,ENA,1,0
709,2020-05-01,ORF3a,Netherlands,ENA,1,0
710,2021-02-01,ORF6,Poland,ENA,2,0
711,2021-02-01,ORF3a,Not available,ENA,1,0
712,2020-02-01,ORF3a,China,ENA,1,0
713,2021-05-01,E,"Iran, Islamic Republic of",ENA,1,0
714,2020-07-01,ORF10,United States,ENA,8,0
715,2021-02-01,ORF7a,Mexico,ENA,1,0
716,2021-03-01,ORF8,Japan,ENA,1,0
717,2020-10-01,ORF3a,Poland,ENA,22,0
718,2020-08-01,ORF10,China,ENA,2,0
719,2020-10-01,S,Switzerland,ENA,2,0
720,2020-08-01,ORF3a,Italy,ENA,12,0
721,2020-08-01,ORF8,Spain,ENA,3,0
722,2020-07-01,S,Jordan,ENA,15,0
723,2020-09-01,ORF7b,India,ENA,1,0
724,2021-05-01,E,Philippines,ENA,8,0
725,2021-02-01,N,South Africa,ENA,25,0
726,2021-03-01,ORF8,Chile,ENA,1,0
727,2020-07-01,ORF3a,Sweden,ENA,4,0
728,2020-08-01,S,Bangladesh,ENA,3,0
729,2021-03-01,ORF8,Hong Kong,ENA,2,0
730,2021-02-01,ORF3a,Mexico,ENA,1,0
731,2020-11-01,S,Germany,ENA,1,0
732,2020-03-01,ORF8,United States,ENA,8,0
733,2021-03-01,ORF7b,Brazil,ENA,1,0
734,2021-03-01,ORF8,Italy,ENA,3,0
735,2020-08-01,ORF7b,Philippines,ENA,2,0
736,2021-02-01,E,South Africa,ENA,23,0
737,2020-05-01,S,Germany,ENA,1,0
738,2020-09-01,ORF8,Latvia,ENA,1,0
739,2020-08-01,ORF3a,Poland,ENA,37,0
740,2021-05-01,ORF3a,Australia,ENA,1,0
741,2020-09-01,ORF3a,Latvia,ENA,5,0
742,2021-01-01,S,Russian Federation,ENA,3,0
743,2021-04-01,S,Germany,ENA,7,0
744,2021-03-01,S,Germany,ENA,1,0
745,2020-09-01,M,Latvia,ENA,1,0
746,2020-08-01,N,Germany,ENA,4,0
747,2020-10-01,M,Israel,ENA,2,0
748,2020-05-01,ORF1ab,Turkey,ENA,1,0
749,2021-05-01,E,Peru,ENA,1,0
750,2021-03-01,ORF3a,Japan,ENA,1,0
751,2020-09-01,ORF7a,Latvia,ENA,1,0
752,2021-05-01,ORF7a,South Africa,ENA,1,0
753,2021-06-01,ORF7b,United Kingdom,ENA,98,0
754,2020-05-01,S,Not available,ENA,1,0
755,2021-01-01,ORF8,Not available,ENA,9,0
756,2020-06-01,ORF10,United Kingdom,ENA,2,0
757,2020-06-01,ORF10,Qatar,ENA,1,0
758,2020-08-01,ORF3a,China,ENA,1,0
759,2020-10-01,N,Israel,ENA,4,0
760,2020-08-01,N,Not available,ENA,2,0
761,2020-10-01,M,Germany,ENA,1,0
762,2021-03-01,S,Japan,ENA,12,0
763,2021-03-01,ORF3a,Chile,ENA,1,0
764,2021-05-01,S,South Africa,ENA,8,0
765,2020-10-01,ORF6,United States,ENA,1,0
766,2021-05-01,ORF8,United States,ENA,1,0
767,2021-01-01,S,Germany,ENA,1,0
768,2020-08-01,S,Not available,ENA,6,0
769,2021-04-01,ORF3a,Australia,ENA,4,0
770,2020-12-01,E,United Kingdom,ENA,2,0
771,2020-08-01,ORF6,United Kingdom,ENA,1,0
772,2020-11-01,ORF10,United Kingdom,ENA,84,0
773,2021-04-01,M,Uruguay,ENA,1,0
774,2020-09-01,ORF10,United States,ENA,1,0
775,2021-02-01,ORF10,Turkey,ENA,2,0
776,2020-08-01,ORF3a,Not available,ENA,2,0
777,2021-05-01,ORF7a,India,ENA,1,0
778,2020-05-01,ORF3a,Not available,ENA,1,0
779,2020-08-01,ORF7a,Philippines,ENA,1,0
780,2021-01-01,ORF3a,Turkey,ENA,1,0
781,2021-03-01,N,Germany,ENA,1,0
782,2020-10-01,ORF3a,China,ENA,1,0
783,2021-05-01,ORF6,"Iran, Islamic Republic of",ENA,1,0
784,2021-03-01,ORF3a,South Africa,ENA,3,0
785,2020-06-01,S,Qatar,ENA,1,0
786,2021-01-01,ORF8,India,ENA,11,0
787,2020-09-01,ORF7a,Brazil,ENA,1,0
788,2020-11-01,ORF7b,India,ENA,4,0
789,2020-08-01,ORF8,United Kingdom,ENA,3,0
790,2021-06-01,ORF10,Mozambique,ENA,2,0
791,2020-02-01,ORF1ab,United States,ENA,4,0
792,2020-05-01,ORF10,United States,ENA,1,0
793,2021-05-01,ORF10,Peru,ENA,2,0
794,2020-10-01,ORF8,"Palestine, State of",ENA,3,0
795,2020-10-01,ORF6,"Palestine, State of",ENA,3,0
796,2020-10-01,E,United States,ENA,1,0
797,2021-05-01,ORF3a,"Iran, Islamic Republic of",ENA,2,0
798,2020-05-01,S,Israel,ENA,1,0
799,2020-11-01,M,Peru,ENA,1,0
800,2020-04-01,S,Germany,ENA,1,0
801,2021-01-01,ORF7b,India,ENA,2,0
802,2020-07-01,S,Sweden,ENA,10,0
803,2021-04-01,ORF7a,United States,ENA,3,0
804,2021-03-01,N,South Africa,ENA,1,0
805,2020-08-01,N,Canada,ENA,1,0
806,2020-08-01,E,United Kingdom,ENA,1,0
807,2021-06-01,ORF8,Uruguay,ENA,2,0
808,2021-01-01,ORF7b,Turkey,ENA,1,0
809,2020-10-01,ORF8,Israel,ENA,1,0
810,2021-04-01,ORF10,Greece,ENA,7,0
811,2020-12-01,S,Not available,ENA,2,0
812,2021-01-01,ORF7b,Bangladesh,ENA,1,0
813,2021-04-01,ORF6,Greece,ENA,1,0
814,2021-05-01,ORF3a,South Africa,ENA,3,0
815,2020-03-01,S,United States,ENA,3,0
816,2020-07-01,ORF8,China,ENA,13,0
817,2020-10-01,ORF3a,Israel,ENA,3,0
818,2020-06-01,ORF3a,Qatar,ENA,4,0
819,2020-05-01,S,Italy,ENA,2,0
820,2020-10-01,ORF10,United Kingdom,ENA,6,0
821,2021-03-01,ORF3a,United States,ENA,13,0
822,2021-05-01,ORF3a,Philippines,ENA,19,0
823,2020-08-01,ORF6,Philippines,ENA,5,0
824,2020-08-01,ORF7a,Spain,ENA,1,0
825,2021-03-01,E,South Africa,ENA,1,0
826,2020-06-01,ORF10,United States,ENA,4,0
827,2020-05-01,S,Turkey,ENA,1,0
828,2020-04-01,ORF3a,Cambodia,ENA,1,0
829,2021-03-01,S,Bangladesh,ENA,8,0
830,2020-07-01,ORF8,Jordan,ENA,1,0
831,2020-09-01,ORF7b,Brazil,ENA,1,0
832,2020-08-01,M,Philippines,ENA,1,0
833,2021-04-01,ORF10,Poland,ENA,1,0
834,2020-10-01,ORF3a,Germany,ENA,3,0
835,2021-04-01,E,United States,ENA,9,0
836,2021-02-01,ORF10,Spain,ENA,1,0
837,2020-08-01,ORF3a,Germany,ENA,4,0
838,2021-03-01,M,Singapore,ENA,1,0
